233,comp.sys.ibm.pc.hardware,phone number western digital problem western digital sam gosh installed virus called dos copy floppy burn love windows crash
234,comp.sys.ibm.pc.hardware,monitor sounds gosh installed virus called dos copy floppy burn love windows crash
235,comp.sys.ibm.pc.hardware,write floppy answer quick machine floppy write disk machine disk write note read problem mail post
236,comp.sys.ibm.pc.hardware,docs motherboard
238,comp.sys.ibm.pc.hardware,faq faq email advance alexander internet blue wave
239,comp.sys.ibm.pc.hardware,network heard called network serial ports greatly mail
240,comp.sys.ibm.pc.hardware,address address advance info robert
241,comp.sys.ibm.pc.hardware,good good hate finish level memory eat small
242,comp.sys.ibm.pc.hardware,experience system interested hear general mark mark toronto canada gateway
243,comp.sys.ibm.pc.hardware,wanted subject email
244,comp.sys.ibm.pc.hardware,specs send time values internet
245,comp.sys.ibm.pc.hardware,info information drive switch settings reply mail advance
246,comp.sys.ibm.pc.hardware,battery owner ibm battery info replace suggestions respond george
247,comp.sys.ibm.pc.hardware,keys company make keys key main menu point company special keyboard keys jeff
248,comp.sys.ibm.pc.hardware,monitors released year issue windows specs monitor changed
249,comp.sys.ibm.pc.hardware,tonight mhz chip call intel number gosh installed virus called dos copy floppy burn love windows crash
250,comp.sys.ibm.pc.hardware,boards info needed port boards standard ports mention expensive share info
251,comp.sys.ibm.pc.hardware,faq reply faq email advance alexander internet blue wave
252,comp.sys.ibm.pc.hardware,atari vga atari monitor vga monitor graphics card max max
253,comp.sys.ibm.pc.hardware,vesa local bus wondering point vesa books subject
254,comp.sys.ibm.pc.hardware,explain stuff hst cheap connect fast explain free choice blue wave
255,comp.sys.ibm.pc.hardware,question thought read true find posting wondering eric
256,comp.sys.ibm.pc.hardware,bit controller wanted type bit sell preferred fine matter long works lee lee
257,comp.sys.ibm.pc.hardware,card monitor wanted title lee lee
258,comp.sys.ibm.pc.hardware,serial card sale selling card serial ports card docs drivers dos works great unix offers monitor lee lee
259,comp.sys.ibm.pc.hardware,mouse sys difference mouse device mouse sys sys lot
260,comp.sys.ibm.pc.hardware,heard true answer number
261,comp.sys.ibm.pc.hardware,made connect make serial port build test serial port steve
262,comp.sys.ibm.pc.hardware,cpu cpu cpu performance program called bug run program
263,comp.sys.ibm.pc.hardware,accelerator card familiar video card market video card logic ati question expensive
264,comp.sys.ibm.pc.hardware,create dos faq dos question time create dos faq lots questions net won write time knowledge experience
265,comp.sys.ibm.pc.hardware,clock list clock instructions gov
267,comp.sys.ibm.pc.hardware,eric eric send email address lost kevin
268,comp.sys.ibm.pc.hardware,monitors article writes compare price quality display interested monitors tony
269,comp.sys.ibm.pc.hardware,system small problem sound pro game utility system mark brown
270,comp.sys.ibm.pc.hardware,diamond stealth giving stealth ver
271,comp.sys.ibm.pc.hardware,test read gosh installed virus called dos copy floppy burn love windows crash
272,comp.sys.ibm.pc.hardware,color drivers driver cica color driver video card type chip washington
273,comp.sys.ibm.pc.hardware,diamond stealth giving sounds god
274,comp.sys.ibm.pc.hardware,cars sale cards sale brand cup
275,comp.sys.ibm.pc.hardware,fax card sale fax sale offer trade cup
276,comp.sys.ibm.pc.hardware,mode point information mode interested mode point view advance
277,comp.sys.ibm.pc.hardware,keyboard key worth david cat bbs cat david csc uunet cat david
278,comp.sys.ibm.pc.hardware,scsi ide scsi cards dos systems require device driver memory scsi device true bit
279,comp.sys.mac.hardware,file server mac article line macs work file servers details
280,comp.sys.mac.hardware,monitors note work centris internal video give multiple curious kevin technical support
281,comp.sys.mac.hardware,terminal terminal net
282,comp.sys.mac.hardware,quadra memory upgrade folks memory put quadra manual simms simms give wrong chris chris
283,comp.sys.mac.hardware,centris title interested performance difference faster centris tom mil
284,comp.sys.mac.hardware,cheap video card wondering info experience video mac thinking monitor university engineering
285,comp.sys.mac.hardware,graphics connect quadra port give mouse mouse keyboard advance
286,comp.sys.mac.hardware,scsi performance direct information scsi performance mac max email
287,comp.sys.mac.hardware,memory memory haven years ago longer instructions forget cut direct information ftp dick
288,comp.sys.mac.hardware,double information double board figure hardware compression board works cost joe cwru
289,comp.sys.mac.hardware,post info systems bob robert similar cwru
290,comp.sys.mac.hardware,experience heard heard experience software mail jerry
291,comp.sys.mac.hardware,powerbook questions powerbook pixel display resolution info price models
292,comp.sys.mac.hardware,internal scsi apple drive scsi wrong format hard drive apple sold drive
293,comp.sys.mac.hardware,article news service uci wayne uci writes sound
294,comp.sys.mac.hardware,centris work
295,comp.sys.mac.hardware,powerbook powerbook fax data modem catalog modem data fax send box
296,comp.sys.mac.hardware,info needed information computers info greatly appreciated
297,comp.sys.mac.hardware,quadra quadra clock heard quadra reply mail news mark
298,comp.sys.mac.hardware,question read article thing article serial device modem time print
299,comp.sys.mac.hardware,iisi clock iisi clock upgrade mhz mhz iisi owner slow mac
300,comp.sys.mac.hardware,modem question
301,comp.sys.mac.hardware,price price gold fax modem answer appreciated advance
302,comp.sys.mac.hardware,performa internal modem hear performa internal modem modem part installed nice powerbook internal modem hope
303,comp.sys.mac.hardware,make find internal drive make original rom suggestion
304,comp.sys.mac.hardware,iii friend mine problems running iii iii system video experience setup
305,comp.sys.mac.hardware,monitor monitors bring dealer replace free heard problem work today free
306,comp.sys.mac.hardware,dead mouse
307,comp.sys.mac.hardware,video run nec mode video card video card michael
308,comp.sys.mac.hardware,fix blue support pin longer similar problem rob
309,comp.sys.mac.hardware,starting mac remember ground rob
310,comp.sys.mac.hardware,fix check knowing wrong charge service rob
311,comp.sys.mac.hardware,market internal color video wondering made speed interested boards board mail opinion advance john
312,comp.sys.mac.hardware,process advantage kind set idea buy copy origin technology hst
313,comp.sys.mac.hardware,system system update system system talk print system system
314,comp.sys.mac.hardware,performa monitor performa monitor compatible apple color display vga
315,comp.sys.mac.hardware,current rom version shipping drives title rom steve
316,comp.sys.mac.hardware,apple bug university internet account
317,comp.sys.mac.hardware,driver driver hard disk system haven original disks mail advance wayne wayne
318,comp.sys.mac.hardware,card price color card dollars wondering views expressed posting author bbs number bbs
319,comp.sys.mac.hardware,email east
320,comp.sys.mac.hardware,monitor shareware monitor internal video
321,comp.sys.mac.hardware,card press heard card full data bus slot internet mil
322,comp.sys.mac.hardware,fax modem home bought data fax mail box
323,comp.sys.mac.hardware,make lot difference understand graphics cpu graphics mac
324,comp.sys.mac.hardware,sale simms meg simms sell months simms reasonable offers mail dave internet matt
325,comp.sys.mac.hardware,macs buy test
326,comp.sys.mac.hardware,graphics card graphics cards accelerator accelerator graphics cards matt uci
327,comp.sys.mac.hardware,apple bug test
328,comp.sys.mac.hardware,track standard track jim compuserve
329,comp.sys.mac.hardware,apple monitor faq days rgb monitor nec pretty nice
330,comp.sys.mac.hardware,david planet firstclass bbs message contained posting reflect official views
331,comp.sys.mac.hardware,opinions similar software products appreciated advance cheers pay
332,comp.sys.mac.hardware,mail address corporation mail address corporation address corporation address access find send mail address advance
333,comp.sys.mac.hardware,won changed battery thing problem happened noticed number bus rpi
334,comp.sys.mac.hardware,color jet makes jet colors color print color process colors advance
335,comp.sys.mac.hardware,simms quick send instructions simms cwru drop extra simms reply reply cwru joe
336,comp.sys.mac.hardware,share monitor centris ibm machine save space monitor switch box
337,comp.sys.mac.hardware,pixel powerbook screen display place suggestions
338,comp.sys.mac.hardware,sound mac hardware find sound mac david national
339,comp.sys.mac.hardware,macs buy post real message
340,comp.sys.mac.hardware,mac cable drive mac difference drive cable rob rob cwru
341,comp.sys.mac.hardware,mac chicago local bbs mac based chicago appreciated
342,comp.sys.mac.hardware,peter work macs program called send messages machines network hope
343,comp.sys.mac.hardware,accelerator makes
344,comp.sys.mac.hardware,ring cards macs recommendations experiences macintosh ring point information advance tom
345,comp.sys.mac.hardware,card iisi bought ago card peter
347,comp.sys.mac.hardware,powerbook math buy powerbook run put guy clue respond mail advance richard
348,comp.sys.mac.hardware,starting mac apple replace battery real easy install require
349,comp.sys.mac.hardware,remember mention meg heard interested cost cost drive compare
350,comp.sys.mac.hardware,error power mac mac icon black screen error code wrong memory lot
351,comp.sys.mac.hardware,buy card mac buy buy mail order brand mac network lot
352,comp.sys.mac.hardware,page hand thinking buying pretty good super high quality worth advance mike charles
353,comp.sys.mac.hardware,mac good code drive serial port mode bad
354,comp.sys.mac.hardware,apple apple rgb monitor past months colors rich similar problem happen problem due
355,comp.sys.mac.hardware,simms kind soul price compatible simms price high worth
356,comp.sys.mac.hardware,long ram move
357,comp.sys.mac.hardware,upgrade digital chips mhz true deal david planet firstclass bbs message contained posting reflect official views
358,comp.sys.mac.hardware,buying high speed modem hardware dan
359,comp.windows.x,widget source code needed writing widgets widget source code find anonymous ftp information
360,comp.windows.x,type article stanford stanford writes information isn connection
361,comp.windows.x,information costs contact
362,comp.windows.x,large color monitors information advice large color monitors system running server software quality information price information david ball
363,comp.windows.x,recent information recent information work short description published bit
365,comp.windows.x,lost color space worked system dec problem brain inside
366,comp.windows.x,hear george remember university long ago add
367,comp.windows.x,version version written ftp internet
368,comp.windows.x,man pages work line full haven keys missing
369,comp.windows.x,keyboard sparc sparc type keyboard advance email turbo uni
370,comp.windows.x,window area multiple window
371,comp.windows.x,mail read group longer advance mail uni
372,comp.windows.x,changing icons wondering change window icons things xterm pretty answer find appreciated matt
373,comp.windows.x,excuse previous posting thread robert
374,comp.windows.x,motif widgets support widgets motif love widget cheers
375,comp.windows.x,mouse open mouse told work running sun
376,comp.windows.x,source source source
377,comp.windows.x,compile dec machine installed missing compile mit reply email uni advance
378,comp.windows.x,keyboard motif widgets control keyboard mouse set keyboard widget mouse keyboard kind soul show
379,comp.windows.x,changing title bar program code title bar changed window location create advance bob
380,comp.windows.x,mit sun run mit based sun bit board patches sun bit frame buying put cheers mark
381,comp.windows.x,folks good bit supports microsoft windows windows
382,comp.windows.x,ignore system death unix wrong group folks
383,comp.windows.x,searching program april fool steve
384,comp.windows.x,color bitmap needed folks find color bitmap public sites information
385,comp.windows.x,program program based xlib public domain correct program howard
386,comp.windows.x,icon box dear place group icons icon box icons box motif
387,comp.windows.x,drawing software give list program reasonable advance dan dan thinking machines corporation
388,comp.windows.x,ftp address version
389,comp.windows.x,find call give application motif program call give
390,comp.windows.x,call set xlib map windows easy programming source code simply mit find
391,comp.windows.x,working problem software
392,comp.windows.x,widgets write application times people idea top user client
393,comp.windows.x,faq group kind soul point faq list group personal library software mail pls
394,comp.windows.x,graphics obtain public information documentation sources graphics interested developed texas graphic processor send answer
395,comp.windows.x,video cards support video cards larry larry
396,comp.windows.x,program question program standard wondering function info
397,comp.windows.x,subscribe mailing list michael days days code mil gonna happen bus won
398,comp.windows.x,subscribe subscribe mil
400,comp.windows.x,animation good fly animation current set robert robert
401,comp.windows.x,file manager runs unix brian support lost
402,comp.windows.x,support pen pointers
403,comp.windows.x,source source source john long bnr god bnr include standard disclaimer
404,comp.windows.x,window window package exists runs dos windows happy hear advance
405,comp.windows.x,platform send email read group bunch questions control data voice east road fax
406,comp.windows.x,xterm status line color version xterm color status lines
407,comp.windows.x,posting widget code replace line button question dan
408,comp.windows.x,dos windows experience dos microsoft dos easy access news response white appreciated
409,comp.windows.x,post viewer recently printing lot files school laser printer post viewer windows student
410,comp.windows.x,image source code needed source create window image appreciated
411,comp.windows.x,unix macintosh unix platform advance ron
412,comp.windows.x,unix article apr writes macintosh unix platform advance ron programming
413,comp.windows.x,recently read sun wondering give number advance university technical support
414,comp.windows.x,folks problem simple space xterm font problem users proper xterm font bob
415,comp.windows.x,widgets find widgets needed advance
416,comp.windows.x,subscribe subscribe
417,comp.windows.x,difference sun support copy written eric widgets apparently program
418,comp.windows.x,version source form preferably form suggest find send mail advance
419,comp.windows.x,widget set greatly thomas
420,comp.windows.x,file formats folks give information location information reference file formats pcx place questions accept advance rich systems
421,comp.windows.x,color xterm current patches color xterm mail
422,comp.windows.x,server server windows share file make work information bill
423,comp.windows.x,change colors start
424,comp.windows.x,asap version source form preferably form suggest find send mail advance
425,comp.windows.x,remember support terminal server mike acs virginia
426,comp.windows.x,user mailing list marc
427,comp.windows.x,drawing lines set background colors works great
428,comp.windows.x,faq comp windows faq list programming windows info
429,comp.windows.x,received vax mit mail user vax internet
430,comp.windows.x,gif file client convert bitmap file gif file macintosh phone
431,comp.windows.x,mail uni live
432,comp.windows.x,update server libraries greg
433,comp.windows.x,graphics terminal windows application graphics similar tek graphics windows xterm
435,comp.windows.x,server server share files experiences bill
436,comp.windows.x,archie client archie client program advance
437,comp.windows.x,message past function set motif message luck
438,comp.windows.x,red color button window faq faq list application button red mouse application window
439,comp.windows.x,source xterm package ready terminal connect org org law
440,comp.windows.x,comp windows track newsgroup comp windows email based info research phone box fax mail
441,comp.windows.x,archie client brain inside
442,comp.windows.x,information work real time support windows happy pointers information
443,comp.windows.x,widget question create button bitmap widget bitmap sign appreciated scott
444,comp.windows.x,motif server ascii server long works
445,misc.forsale,motorcycle wanted wpi wpi institute motorcycle great reply mail
447,misc.forsale,sale bit sale bit color card meg offer post friend call
448,misc.forsale,forsale audio forsale subject forsale
449,misc.forsale,intel memory board sale intel board bit ram sell asap email offers interested
450,misc.forsale,meg ide western digital ide meg hard drive shipping greg
451,misc.forsale,wanted war ring subject line copy board game war ring copy part tony
452,misc.forsale,wanted good window air small call peter talk email
453,misc.forsale,wanted large frame call peter mail
454,misc.forsale,seagate hard drive forsale brand seagate meg hard drive forsale paid bought buying computer takes
455,misc.forsale,sale hey offers lost break joe live charles rich
456,misc.forsale,mazda sale sell mazda excellent working condition sun body contact
457,misc.forsale,sale god hope works god hope works georgia institute technology atlanta georgia internet gatech
458,misc.forsale,wanted washington washington working area mail info purdue advance
459,misc.forsale,info controller wanted netters info line controller interested scsi email info asap system missing
460,misc.forsale,ring give diamond ring gold band point diamond dollars sell dollars request send mail
461,misc.forsale,macintosh sale macintosh ram monitor sale reasonable offer contact
462,misc.forsale,sale trade folks board upgrade send mail offer selling buy ram mail university
463,misc.forsale,printer paper series paper sale letter size brand box bought computer reply washington
464,misc.forsale,sale response
465,misc.forsale,cheap ticket wanted cheap ticket april chicago days wanted phone mail purdue
466,misc.forsale,starting week april week current apr great excellent stuff open lines
